qualifyId,raceId,driverId,constructorId,number,position,q1,q2,q3,q1_formatted,q1_milliseconds,q2_formatted,q2_milliseconds,q3_formatted,q3_milliseconds
4792,851,813,3,12,17,01:23.8,\N,\N,01:23.847,83847,,,,
4793,851,67,5,18,18,01:24.1,\N,\N,01:24.070,84070,,,,
4794,851,5,205,20,19,01:24.4,\N,\N,01:24.362,84362,,,,
4795,851,15,205,21,20,01:24.5,\N,\N,01:24.534,84534,,,,
4796,851,10,166,24,21,01:26.3,\N,\N,01:26.294,86294,,,,
4797,851,24,164,23,22,01:26.3,\N,\N,01:26.323,86323,,,,
4798,851,817,164,22,23,01:26.5,\N,\N,01:26.479,86479,,,,
4799,851,816,166,25,24,01:26.5,\N,\N,01:26.510,86510,,,,
4800,852,20,9,1,1,02:03.0,02:03.3,01:48.3,02:03.029,123029,02:03.317,123317,01:48.298,108298
4801,852,1,1,3,2,02:03.0,02:02.8,01:48.7,02:03.008,123008,02:02.823,122823,01:48.730,108730
4802,852,17,9,2,3,02:02.8,02:03.3,01:49.4,02:02.827,122827,02:03.302,123302,01:49.376,109376
4803,852,13,6,6,4,02:05.8,02:04.5,01:50.3,02:05.834,125834,02:04.507,124507,01:50.256,110256
4804,852,3,131,8,5,02:05.1,02:03.7,01:50.6,02:05.091,125091,02:03.723,123723,01:50.552,110552
4805,852,153,5,19,6,02:05.4,02:04.6,01:50.8,02:05.419,125419,02:04.561,124561,01:50.773,110773
4806,852,811,4,9,7,02:05.0,02:04.5,01:51.1,02:05.047,125047,02:04.452,124452,01:51.121,111121
4807,852,4,6,5,8,02:04.5,02:02.8,01:51.3,02:04.450,124450,02:02.768,122768,01:51.251,111251
4808,852,815,15,17,9,02:06.3,02:04.6,01:51.4,02:06.284,126284,02:04.625,124625,01:51.374,111374
4809,852,808,4,10,10,02:05.3,02:03.5,01:52.3,02:05.292,125292,02:03.466,123466,01:52.303,112303
4810,852,67,5,18,11,02:04.7,02:04.7,\N,02:04.744,124744,02:04.692,124692,,
4811,852,155,15,16,12,02:07.2,02:04.8,\N,02:07.194,127194,02:04.757,124757,,
4812,852,18,1,4,13,02:01.8,02:05.2,\N,02:01.813,121813,02:05.150,125150,,
4813,852,22,3,11,14,02:05.7,02:07.3,\N,02:05.720,125720,02:07.349,127349,,
4814,852,16,10,14,15,02:06.0,02:07.8,\N,02:06.000,126000,02:07.777,127777,,
4815,852,813,3,12,16,02:05.6,02:08.1,\N,02:05.621,125621,02:08.106,128106,,
4816,852,5,205,20,17,02:06.8,02:08.4,\N,02:06.780,126780,02:08.354,128354,,
4817,852,814,10,15,18,02:07.8,\N,\N,02:07.758,127758,,,,
4818,852,15,205,21,19,02:08.8,\N,\N,02:08.773,128773,,,,
4819,852,10,166,24,20,02:09.6,\N,\N,02:09.566,129566,,,,
4820,852,816,166,25,21,02:11.6,\N,\N,02:11.601,131601,,,,
4821,852,24,164,23,22,02:11.6,\N,\N,02:11.616,131616,,,,
4822,852,817,164,22,23,02:13.1,\N,\N,02:13.077,133077,,,,
4823,854,20,9,1,1,01:46.4,01:44.9,01:44.4,01:46.397,106397,01:44.931,104931,01:44.381,104381
4824,854,17,9,2,2,01:47.3,01:45.7,01:44.7,01:47.332,107332,01:45.651,105651,01:44.732,104732
4825,854,18,1,4,3,01:47.0,01:45.5,01:44.8,01:46.956,106956,01:45.472,105472,01:44.804,104804
4826,854,1,1,3,4,01:47.0,01:46.8,01:44.8,01:47.014,107014,01:46.829,106829,01:44.809,104809
4827,854,4,6,5,5,01:47.1,01:45.8,01:44.9,01:47.054,107054,01:45.779,105779,01:44.874,104874
4828,854,13,6,6,6,01:47.9,01:46.0,01:45.8,01:47.945,107945,01:45.955,105955,01:45.800,105800
4829,854,3,131,8,7,01:47.7,01:46.4,01:46.0,01:47.688,107688,01:46.405,106405,01:46.013,106013
4830,854,30,131,7,8,01:48.8,01:46.0,\N,01:48.819,108819,01:46.043,106043,,
4831,854,16,10,14,9,01:48.0,01:47.1,\N,01:47.952,107952,01:47.093,107093,,
4832,854,814,10,15,10,01:48.0,01:47.5,\N,01:48.022,108022,01:47.486,107486,,
4833,854,815,15,17,11,01:47.7,01:47.6,\N,01:47.717,107717,01:47.616,107616,,
4834,854,22,3,11,12,01:48.1,01:48.1,\N,01:48.061,108061,01:48.082,108082,,
4835,854,813,3,12,13,01:49.7,01:48.3,\N,01:49.710,109710,01:48.270,108270,,
4836,854,67,5,18,14,01:48.8,01:48.6,\N,01:48.753,108753,01:48.634,108634,,
4837,854,811,4,9,15,01:48.9,01:48.7,\N,01:48.861,108861,01:48.662,108662,,
4838,854,153,5,19,16,01:49.6,01:49.9,\N,01:49.588,109588,01:49.862,109862,,
4839,854,155,15,16,17,01:48.1,\N,\N,01:48.054,108054,,,,
4840,854,808,4,10,18,01:49.8,\N,\N,01:49.835,109835,,,,
4841,854,5,205,20,19,01:50.9,\N,\N,01:50.948,110948,,,,
4842,854,15,205,21,20,01:51.0,\N,\N,01:51.012,111012,,,,
4843,854,10,166,24,21,01:52.2,\N,\N,01:52.154,112154,,,,
4844,854,816,166,25,22,01:52.4,\N,\N,01:52.363,112363,,,,
4845,854,817,164,22,23,01:52.4,\N,\N,01:52.404,112404,,,,
4846,854,24,164,23,24,01:52.8,\N,\N,01:52.810,112810,,,,
4847,855,20,9,1,1,01:33.1,01:31.4,01:30.5,01:33.051,93051,01:31.424,91424,01:30.466,90466
4848,855,18,1,4,2,01:32.9,01:31.4,01:30.5,01:32.947,92947,01:31.434,91434,01:30.475,90475
4849,855,1,1,3,3,01:32.8,01:31.1,01:30.6,01:32.843,92843,01:31.139,91139,01:30.617,90617
4850,855,13,6,6,4,01:33.2,01:31.9,01:30.8,01:33.235,93235,01:31.909,91909,01:30.804,90804
4851,855,4,6,5,5,01:32.8,01:31.6,01:30.9,01:32.817,92817,01:31.612,91612,01:30.886,90886
4852,855,17,9,2,6,01:33.1,01:31.6,01:31.2,01:33.135,93135,01:31.576,91576,01:31.156,91156
4853,855,155,15,16,10,01:32.6,01:32.4,\N,01:32.626,92626,01:32.380,92380,,
4854,855,30,131,7,7,01:33.7,01:32.1,\N,01:33.748,93748,01:32.116,92116,,
4855,855,811,4,9,8,01:33.4,01:32.3,\N,01:33.359,93359,01:32.297,92297,,
4856,855,808,4,10,9,01:32.9,01:32.2,\N,01:32.877,92877,01:32.245,92245,,
4857,855,16,10,14,11,01:32.8,01:32.5,\N,01:32.761,92761,01:32.463,92463,,
4858,855,814,10,15,12,01:33.5,01:32.7,\N,01:33.499,93499,01:32.746,92746,,
4859,855,22,3,11,13,01:33.9,01:33.1,\N,01:33.921,93921,01:33.079,93079,,
4860,855,813,3,12,14,01:33.8,01:33.2,\N,01:33.781,93781,01:33.224,93224,,
4861,855,67,5,18,15,01:33.1,01:33.2,\N,01:33.064,93064,01:33.227,93227,,
4862,855,153,5,19,16,01:35.1,01:33.4,\N,01:35.111,95111,01:33.427,93427,,
4863,855,815,15,17,17,01:34.7,\N,\N,01:34.704,94704,,,,
4864,855,5,205,20,18,01:35.5,\N,\N,01:35.454,95454,,,,
4865,855,15,205,21,19,01:35.5,\N,\N,01:35.514,95514,,,,
4866,855,816,166,25,20,01:36.4,\N,\N,01:36.439,96439,,,,
4867,855,10,166,24,21,01:36.5,\N,\N,01:36.507,96507,,,,
4868,855,817,164,22,22,01:37.8,\N,\N,01:37.846,97846,,,,
4869,855,3,131,8,23,\N,\N,\N,,,,,,
4870,855,24,164,23,24,\N,\N,\N,,,,,,
4871,856,1,1,3,1,01:37.5,01:36.5,01:35.8,01:37.525,97525,01:36.526,96526,01:35.820,95820
4872,856,20,9,1,2,01:39.1,01:37.3,01:36.0,01:39.093,99093,01:37.285,97285,01:36.042,96042
4873,856,18,1,4,3,01:37.9,01:37.3,01:36.1,01:37.929,97929,01:37.302,97302,01:36.126,96126
4874,856,17,9,2,4,01:39.1,01:37.3,01:36.5,01:39.071,99071,01:37.292,97292,01:36.468,96468
4875,856,13,6,6,5,01:38.7,01:37.3,01:36.8,01:38.670,98670,01:37.313,97313,01:36.831,96831
4876,856,4,6,5,6,01:38.4,01:37.4,01:37.0,01:38.393,98393,01:37.352,97352,01:36.980,96980
4877,856,3,131,8,7,01:38.4,01:37.9,01:37.8,01:38.426,98426,01:37.892,97892,01:37.754,97754
4878,856,808,4,10,8,01:38.4,01:38.2,01:38.1,01:38.378,98378,01:38.186,98186,01:38.124,98124
4879,856,814,10,15,9,01:38.5,01:38.3,\N,01:38.549,98549,01:38.254,98254,,
4880,856,16,10,14,10,01:38.8,01:38.2,\N,01:38.789,98789,01:38.219,98219,,
4881,856,153,5,19,11,01:39.4,01:38.3,\N,01:39.392,99392,01:38.315,98315,,
4882,856,30,131,7,12,01:38.5,01:38.4,\N,01:38.502,98502,01:38.354,98354,,
4883,856,67,5,18,13,01:39.4,01:38.5,\N,01:39.352,99352,01:38.508,98508,,
4884,856,155,15,16,14,01:39.5,01:38.8,\N,01:39.464,99464,01:38.775,98775,,
4885,856,811,4,9,15,01:39.3,01:38.8,\N,01:39.316,99316,01:38.791,98791,,
4886,856,813,3,12,16,01:39.4,01:39.2,\N,01:39.436,99436,01:39.189,99189,,
4887,856,815,15,17,17,01:39.1,01:39.4,\N,01:39.097,99097,01:39.443,99443,,
4888,856,22,3,11,18,01:39.5,\N,\N,01:39.538,99538,,,,
4889,856,5,205,20,19,01:40.5,\N,\N,01:40.522,100522,,,,
4890,856,15,205,21,20,01:41.1,\N,\N,01:41.101,101101,,,,
4891,856,10,166,24,21,01:42.1,\N,\N,01:42.091,102091,,,,
4892,856,816,166,25,22,01:43.5,\N,\N,01:43.483,103483,,,,
4893,856,24,164,23,23,01:43.8,\N,\N,01:43.758,103758,,,,
4894,856,817,164,22,24,\N,\N,\N,,,,,,
4895,857,20,9,1,1,01:26.2,01:24.7,01:24.2,01:26.218,86218,01:24.657,84657,01:24.178,84178
4896,857,1,1,3,2,01:26.6,01:25.0,01:24.5,01:26.563,86563,01:25.019,85019,01:24.474,84474
4897,857,17,9,2,3,01:26.5,01:25.3,01:24.5,01:26.473,86473,01:25.282,85282,01:24.508,84508
4898,857,4,6,5,4,01:26.8,01:25.2,01:24.5,01:26.774,86774,01:25.158,85158,01:24.519,84519
4899,857,18,1,4,5,01:26.2,01:25.3,01:25.0,01:26.225,86225,01:25.299,85299,01:24.950,84950
4900,857,13,6,6,6,01:27.0,01:25.5,01:25.1,01:27.012,87012,01:25.522,85522,01:25.122,85122
4901,857,3,131,8,7,01:26.4,01:25.6,01:25.5,01:26.364,86364,01:25.555,85555,01:25.451,85451
4902,857,16,10,14,8,01:26.3,01:26.1,\N,01:26.271,86271,01:26.140,86140,,
4903,857,67,5,18,9,01:26.6,01:26.2,\N,01:26.608,86608,01:26.161,86161,,
4904,857,153,5,19,10,01:26.6,01:26.3,\N,01:26.557,86557,01:26.319,86319,,
4905,857,808,4,10,11,01:26.2,01:26.3,\N,01:26.189,86189,01:26.319,86319,,
4906,857,30,131,7,12,01:26.8,01:26.3,\N,01:26.790,86790,01:26.337,86337,,
4907,857,814,10,15,13,01:26.9,01:26.5,\N,01:26.864,86864,01:26.503,86503,,
4908,857,813,3,12,14,01:26.8,01:26.5,\N,01:26.829,86829,01:26.537,86537,,
4909,857,811,4,9,15,01:26.8,01:26.7,\N,01:26.766,86766,01:26.651,86651,,
4910,857,22,3,11,16,01:27.5,01:27.2,\N,01:27.479,87479,01:27.247,87247,,
4911,857,815,15,17,17,01:27.2,01:27.6,\N,01:27.249,87249,01:27.562,87562,,
4912,857,155,15,16,18,01:27.9,\N,\N,01:27.876,87876,,,,
4913,857,5,205,20,19,01:28.6,\N,\N,01:28.565,88565,,,,
4914,857,15,205,21,20,01:28.8,\N,\N,01:28.752,88752,,,,
4915,857,817,164,23,21,01:30.2,\N,\N,01:30.216,90216,,,,
4916,857,39,164,22,22,01:30.2,\N,\N,01:30.238,90238,,,,
4917,857,816,166,25,23,01:30.9,\N,\N,01:30.866,90866,,,,
4918,857,10,166,24,24,01:34.0,\N,\N,01:34.046,94046,,,,
4919,858,20,9,1,1,01:40.5,01:38.5,01:38.5,01:40.478,100478,01:38.516,98516,01:38.481,98481
4920,858,1,1,3,2,01:39.8,01:38.4,01:38.6,01:39.782,99782,01:38.434,98434,01:38.622,98622
4921,858,18,1,4,3,01:40.2,01:39.1,01:38.6,01:40.227,100227,01:39.097,99097,01:38.631,98631
4922,858,17,9,2,4,01:40.2,01:38.8,01:38.9,01:40.167,100167,01:38.821,98821,01:38.858,98858
4923,858,4,6,5,5,01:41.4,01:39.1,01:39.1,01:41.380,101380,01:39.058,99058,01:39.058,99058
4924,858,13,6,6,6,01:41.6,01:39.6,01:39.7,01:41.592,101592,01:39.623,99623,01:39.695,99695
4925,858,3,131,8,7,01:41.1,01:39.4,01:39.8,01:41.120,101120,01:39.420,99420,01:39.773,99773
4926,858,30,131,7,8,01:42.6,01:40.6,01:40.7,01:42.605,102605,01:40.554,100554,01:40.662,100662
4927,858,16,10,14,9,01:40.6,01:40.2,01:40.8,01:40.595,100595,01:40.205,100205,01:40.768,100768
4928,858,814,10,15,10,01:41.1,01:40.4,\N,01:41.064,101064,01:40.414,100414,,
4929,858,815,15,17,11,01:41.3,01:40.9,\N,01:41.311,101311,01:40.874,100874,,
4930,858,808,4,10,12,01:41.0,01:40.9,\N,01:40.955,100955,01:40.919,100919,,
4931,858,67,5,18,13,01:41.7,01:41.0,\N,01:41.737,101737,01:41.009,101009,,
4932,858,811,4,9,14,01:41.4,01:41.1,\N,01:41.391,101391,01:41.079,101079,,
4933,858,153,5,19,15,01:41.4,01:41.2,\N,01:41.386,101386,01:41.162,101162,,
4934,858,155,15,16,16,01:41.6,01:41.2,\N,01:41.613,101613,01:41.240,101240,,
4935,858,813,3,12,17,01:42.3,01:41.8,\N,01:42.258,102258,01:41.760,101760,,
4936,858,5,205,20,18,01:43.0,\N,\N,01:42.979,102979,,,,
4937,858,15,205,21,19,01:43.9,\N,\N,01:43.884,103884,,,,
4938,858,10,166,24,20,01:44.5,\N,\N,01:44.515,104515,,,,
4939,858,817,164,22,21,01:44.6,\N,\N,01:44.641,104641,,,,
4940,858,816,166,25,22,01:44.7,\N,\N,01:44.699,104699,,,,
4941,858,24,164,23,23,01:45.2,\N,\N,01:45.159,105159,,,,
4942,859,20,9,1,1,01:13.7,01:12.4,01:11.9,01:13.664,73664,01:12.446,72446,01:11.918,71918
4943,859,17,9,2,2,01:13.5,01:12.7,01:12.1,01:13.467,73467,01:12.658,72658,01:12.099,72099
4944,859,18,1,4,3,01:13.3,01:12.8,01:12.3,01:13.281,73281,01:12.820,72820,01:12.283,72283
4945,859,1,1,3,4,01:13.4,01:12.8,01:12.5,01:13.361,73361,01:12.811,72811,01:12.480,72480
4946,859,4,6,5,5,01:14.0,01:12.9,01:12.6,01:13.969,73969,01:12.870,72870,01:12.591,72591
4947,859,3,131,8,6,01:14.1,01:12.6,01:13.0,01:14.083,74083,01:12.569,72569,01:13.050,73050
4948,859,13,6,6,7,01:14.3,01:13.3,01:13.1,01:14.269,74269,01:13.291,73291,01:13.068,73068
4949,859,16,10,14,8,01:13.5,01:13.3,01:13.3,01:13.480,73480,01:13.261,73261,01:13.298,73298
4950,859,811,4,9,9,01:14.5,01:13.3,01:13.8,01:14.453,74453,01:13.300,73300,01:13.761,73761
4951,859,30,131,7,10,01:13.7,01:13.6,\N,01:13.694,73694,01:13.571,73571,,
4952,859,814,10,15,11,01:13.7,01:13.6,\N,01:13.733,73733,01:13.584,73584,,
4953,859,22,3,11,12,01:14.1,01:13.8,\N,01:14.117,74117,01:13.801,73801,,
4954,859,153,5,19,13,01:14.2,01:13.8,\N,01:14.225,74225,01:13.804,73804,,
4955,859,67,5,18,14,01:14.5,01:13.9,\N,01:14.500,74500,01:13.919,73919,,
4956,859,808,4,10,15,01:13.9,01:14.1,\N,01:13.859,73859,01:14.053,74053,,
4957,859,155,15,16,16,01:14.6,01:14.1,\N,01:14.571,74571,01:14.129,74129,,
4958,859,815,15,17,17,01:14.4,01:14.2,\N,01:14.430,74430,01:14.182,74182,,
4959,859,813,3,12,18,01:14.6,\N,\N,01:14.625,74625,,,,
4960,859,5,205,20,19,01:15.1,\N,\N,01:15.068,75068,,,,
4961,859,15,205,21,20,01:15.4,\N,\N,01:15.358,75358,,,,
4962,859,24,164,23,21,01:16.6,\N,\N,01:16.631,76631,,,,
4963,859,817,164,22,22,01:16.9,\N,\N,01:16.890,76890,,,,
4964,859,816,166,25,23,01:17.0,\N,\N,01:17.019,77019,,,,
4965,859,10,166,24,24,01:17.1,\N,\N,01:17.060,77060,,,,
4966,860,1,1,4,1,01:26.8,01:25.6,01:24.9,01:26.800,86800,01:25.626,85626,01:24.922,84922
4967,860,18,1,3,2,01:26.8,01:25.7,01:25.1,01:26.832,86832,01:25.663,85663,01:25.074,85074
4968,860,154,208,10,3,01:26.5,01:25.8,01:25.3,01:26.498,86498,01:25.845,85845,01:25.302,85302
4969,860,30,131,7,4,01:26.6,01:25.6,01:25.3,01:26.586,86586,01:25.571,85571,01:25.336,85336
4970,860,17,9,2,5,01:27.1,01:26.6,01:25.7,01:27.117,87117,01:26.597,86597,01:25.651,85651
4971,860,20,9,1,6,01:26.8,01:26.0,01:25.7,01:26.773,86773,01:25.982,85982,01:25.668,85668
4972,860,3,131,8,7,01:26.8,01:25.5,01:25.7,01:26.763,86763,01:25.469,85469,01:25.686,85686
4973,860,813,3,18,8,01:26.8,01:26.2,01:25.9,01:26.803,86803,01:26.206,86206,01:25.908,85908
4974,860,807,10,12,9,01:27.5,01:26.3,01:26.5,01:27.464,87464,01:26.314,86314,01:26.451,86451
4975,860,817,5,16,10,01:27.0,01:26.3,\N,01:27.024,87024,01:26.319,86319,,
4976,860,818,5,17,11,01:26.5,01:26.4,\N,01:26.493,86493,01:26.429,86429,,
4977,860,4,6,5,12,01:26.7,01:26.5,\N,01:26.688,86688,01:26.494,86494,,
4978,860,155,15,14,13,01:26.2,01:26.6,\N,01:26.182,86182,01:26.590,86590,,
4979,860,811,3,19,14,01:27.0,01:26.7,\N,01:27.004,87004,01:26.663,86663,,
4980,860,814,10,11,15,01:27.5,01:27.1,\N,01:27.469,87469,01:27.086,87086,,
4981,860,13,6,6,16,01:27.6,01:27.5,\N,01:27.633,87633,01:27.497,87497,,
4982,860,815,15,15,17,01:26.6,\N,\N,01:26.596,86596,,,,
4983,860,8,208,9,18,01:27.8,\N,\N,01:27.758,87758,,,,
4984,860,5,207,20,19,01:28.7,\N,\N,01:28.679,88679,,,,
4985,860,808,207,21,20,01:29.0,\N,\N,01:29.018,89018,,,,
4986,860,10,206,24,21,01:30.9,\N,\N,01:30.923,90923,,,,
4987,860,819,206,25,22,01:31.7,\N,\N,01:31.670,91670,,,,
4988,860,37,164,22,23,01:33.5,\N,\N,01:33.495,93495,,,,
4989,860,39,164,23,24,01:33.6,\N,\N,01:33.643,93643,,,,
4990,861,1,1,4,1,01:37.8,01:37.1,01:36.2,01:37.813,97813,01:37.106,97106,01:36.219,96219
4991,861,18,1,3,2,01:37.6,01:36.9,01:36.4,01:37.575,97575,01:36.928,96928,01:36.368,96368
4992,861,30,131,7,3,01:37.5,01:37.0,01:36.4,01:37.517,97517,01:37.017,97017,01:36.391,96391
4993,861,17,9,2,4,01:37.2,01:37.4,01:36.5,01:37.172,97172,01:37.375,97375,01:36.461,96461
4994,861,8,208,9,5,01:38.0,01:36.7,01:36.5,01:37.961,97961,01:36.715,96715,01:36.461,96461
4995,861,20,9,1,6,01:38.1,01:37.4,01:36.6,01:38.102,98102,01:37.419,97419,01:36.634,96634
4996,861,154,208,10,7,01:38.1,01:37.3,01:36.7,01:38.058,98058,01:37.338,97338,01:36.658,96658
4997,861,3,131,8,8,01:37.7,01:37.0,01:36.7,01:37.696,97696,01:36.996,96996,01:36.664,96664
4998,861,4,6,5,9,01:38.2,01:37.4,01:37.6,01:38.151,98151,01:37.379,97379,01:37.566,97566
4999,861,815,15,15,10,01:37.9,01:37.5,01:37.7,01:37.933,97933,01:37.477,97477,01:37.698,97698
5000,861,813,3,18,11,01:37.8,01:37.6,\N,01:37.789,97789,01:37.589,97589,,
5001,861,13,6,6,12,01:38.4,01:37.7,\N,01:38.381,98381,01:37.731,97731,,
5002,861,811,3,19,13,01:38.4,01:37.8,\N,01:38.437,98437,01:37.841,97841,,
5003,861,814,10,11,14,01:38.3,01:37.9,\N,01:38.325,98325,01:37.877,97877,,
5004,861,817,5,16,15,01:38.4,01:37.9,\N,01:38.419,98419,01:37.883,97883,,
5005,861,807,10,12,16,01:38.3,01:37.9,\N,01:38.303,98303,01:37.890,97890,,
5006,861,155,15,14,17,01:38.4,01:38.1,\N,01:38.372,98372,01:38.069,98069,,
5007,861,818,5,17,18,01:39.1,\N,\N,01:39.077,99077,,,,
5008,861,5,207,20,19,01:39.3,\N,\N,01:39.306,99306,,,,
5009,861,808,207,21,20,01:39.6,\N,\N,01:39.567,99567,,,,
5010,861,10,206,24,21,01:40.9,\N,\N,01:40.903,100903,,,,
5011,861,819,206,25,22,01:41.3,\N,\N,01:41.250,101250,,,,
5012,861,37,164,22,23,01:42.9,\N,\N,01:42.914,102914,,,,
5013,861,39,164,23,24,01:43.7,\N,\N,01:43.655,103655,,,,
5014,862,3,131,8,1,01:36.9,01:35.7,01:35.1,01:36.875,96875,01:35.725,95725,01:35.121,95121
5015,862,1,1,4,2,01:36.8,01:35.9,01:35.6,01:36.763,96763,01:35.902,95902,01:35.626,95626
5016,862,30,131,7,3,01:36.8,01:35.8,01:35.7,01:36.797,96797,01:35.794,95794,01:35.691,95691
5017,862,155,15,14,4,01:36.9,01:35.9,01:35.8,01:36.863,96863,01:35.853,95853,01:35.784,95784
5018,862,8,208,9,5,01:36.9,01:35.9,01:35.9,01:36.850,96850,01:35.921,95921,01:35.898,95898
5019,862,18,1,3,6,01:36.7,01:35.9,01:36.2,01:36.746,96746,01:35.942,95942,01:36.191,96191
5020,862,17,9,2,7,01:36.7,01:35.7,01:36.3,01:36.682,96682,01:35.700,95700,01:36.290,96290
5021,862,815,15,15,8,01:36.2,01:35.8,01:36.5,01:36.198,96198,01:35.831,95831,01:36.524,96524
5022,862,4,6,5,9,01:36.3,01:36.0,01:36.6,01:36.292,96292,01:35.982,95982,01:36.622,96622
5023,862,154,208,10,10,01:36.3,01:35.9,\N,01:36.343,96343,01:35.903,95903,,
5024,862,20,9,1,11,01:36.9,01:36.0,\N,01:36.911,96911,01:36.031,96031,,
5025,862,13,6,6,12,01:36.6,01:36.3,\N,01:36.556,96556,01:36.255,96255,,
5026,862,813,3,18,13,01:36.5,01:36.3,\N,01:36.528,96528,01:36.283,96283,,
5027,862,811,3,19,14,01:36.7,01:36.3,\N,01:36.674,96674,01:36.289,96289,,
5028,862,814,10,11,15,01:36.6,01:36.3,\N,01:36.639,96639,01:36.317,96317,,
5029,862,807,10,12,16,01:36.9,01:36.7,\N,01:36.921,96921,01:36.745,96745,,
5030,862,817,5,16,17,01:36.9,01:37.0,\N,01:36.933,96933,01:36.956,96956,,
5031,862,818,5,17,18,01:37.7,\N,\N,01:37.714,97714,,,,
5032,862,5,207,20,19,01:38.5,\N,\N,01:38.463,98463,,,,
5033,862,808,207,21,20,01:38.7,\N,\N,01:38.677,98677,,,,
5034,862,10,206,24,21,01:39.3,\N,\N,01:39.282,99282,,,,
5035,862,819,206,25,22,01:39.7,\N,\N,01:39.717,99717,,,,
5036,862,37,164,22,23,01:40.4,\N,\N,01:40.411,100411,,,,
5037,862,39,164,23,24,01:41.0,\N,\N,01:41.000,101000,,,,
5038,863,20,9,1,1,01:34.3,01:33.5,01:32.4,01:34.308,94308,01:33.527,93527,01:32.422,92422
5039,863,1,1,4,2,01:34.8,01:33.2,01:32.5,01:34.813,94813,01:33.209,93209,01:32.520,92520
5040,863,17,9,2,3,01:34.0,01:33.3,01:32.6,01:34.015,94015,01:33.311,93311,01:32.637,92637
5041,863,18,1,3,4,01:34.8,01:33.4,01:32.7,01:34.792,94792,01:33.416,93416,01:32.711,92711
5042,863,3,131,8,5,01:34.6,01:33.2,01:32.8,01:34.588,94588,01:33.219,93219,01:32.821,92821
5043,863,817,5,16,6,01:34.0,01:33.6,01:32.9,01:33.988,93988,01:33.556,93556,01:32.912,92912
5044,863,154,208,10,7,01:34.0,01:33.2,01:33.0,01:34.041,94041,01:33.246,93246,01:33.008,93008
5045,863,815,15,15,8,01:33.8,01:33.7,01:33.4,01:33.814,93814,01:33.660,93660,01:33.394,93394
5046,863,4,6,5,9,01:34.8,01:33.4,\N,01:34.760,94760,01:33.403,93403,,
5047,863,814,10,11,10,01:36.6,01:33.5,\N,01:36.624,96624,01:33.510,93510,,
5048,863,8,208,9,11,01:34.6,01:33.8,\N,01:34.552,94552,01:33.789,93789,,
5049,863,155,15,14,12,01:34.1,01:33.8,\N,01:34.131,94131,01:33.806,93806,,
5050,863,807,10,12,13,01:34.6,01:33.8,\N,01:34.601,94601,01:33.807,93807,,
5051,863,13,6,6,14,01:34.4,01:33.9,\N,01:34.372,94372,01:33.912,93912,,
5052,863,811,3,19,15,01:34.5,01:34.0,\N,01:34.466,94466,01:34.017,94017,,
5053,863,5,207,20,16,01:34.9,01:36.1,\N,01:34.852,94852,01:36.132,96132,,
5054,863,813,3,18,17,01:34.6,\N,\N,01:34.639,94639,,,,
5055,863,30,131,7,18,01:34.9,\N,\N,01:34.865,94865,,,,
5056,863,818,5,17,19,01:35.0,\N,\N,01:35.014,95014,,,,
5057,863,808,207,21,20,01:35.8,\N,\N,01:35.823,95823,,,,
5058,863,819,206,25,21,01:37.7,\N,\N,01:37.683,97683,,,,
5059,863,37,164,22,22,01:37.9,\N,\N,01:37.883,97883,,,,
5060,863,10,206,24,23,01:37.9,\N,\N,01:37.905,97905,,,,
5061,863,39,164,23,24,01:38.3,\N,\N,01:38.314,98314,,,,
5062,864,1,1,4,1,01:22.6,01:22.5,01:21.7,01:22.583,82583,01:22.465,82465,01:21.707,81707
5063,864,813,3,18,2,01:23.4,01:22.1,01:22.3,01:23.380,83380,01:22.105,82105,01:22.285,82285
5064,864,4,6,5,3,01:23.3,01:22.9,01:22.3,01:23.276,83276,01:22.862,82862,01:22.302,82302
5065,864,154,208,10,4,01:23.2,01:22.7,01:22.4,01:23.248,83248,01:22.667,82667,01:22.424,82424
5066,864,8,208,9,5,01:23.4,01:22.9,01:22.5,01:23.406,83406,01:22.856,82856,01:22.487,82487
5067,864,815,15,15,6,01:24.3,01:22.8,01:22.5,01:24.261,84261,01:22.773,82773,01:22.533,82533
5068,864,3,131,8,7,01:23.4,01:22.9,01:23.0,01:23.370,83370,01:22.882,82882,01:23.005,83005
5069,864,20,9,1,8,01:23.8,01:22.9,\N,01:23.850,83850,01:22.884,82884,,
5070,864,30,131,7,9,01:23.8,01:22.9,\N,01:23.757,83757,01:22.904,82904,,
5071,864,155,15,14,10,01:23.4,01:22.9,\N,01:23.386,83386,01:22.897,82897,,
5072,864,18,1,3,11,01:23.5,01:22.9,\N,01:23.510,83510,01:22.944,82944,,
5073,864,17,9,2,12,01:23.6,01:23.0,\N,01:23.592,83592,01:22.977,82977,,
5074,864,814,10,11,13,01:23.9,01:23.1,\N,01:23.852,83852,01:23.125,83125,,
5075,864,807,10,12,14,01:23.7,01:23.2,\N,01:23.720,83720,01:23.177,83177,,
5076,864,818,5,17,15,01:24.4,01:23.3,\N,01:24.362,84362,01:23.265,83265,,
5077,864,817,5,16,16,01:23.9,01:23.4,\N,01:23.906,83906,01:23.442,83442,,
5078,864,13,6,6,17,01:23.9,01:23.4,\N,01:23.886,83886,01:23.444,83444,,
5079,864,811,3,19,18,01:25.0,\N,\N,01:24.981,84981,,,,
